,filename,label
0,D:/KAIST_Dataset/val/images/visible\10011.jpg,0
1,D:/KAIST_Dataset/val/images/visible\10014.jpg,0
2,D:/KAIST_Dataset/val/images/visible\10028.jpg,0
3,D:/KAIST_Dataset/val/images/visible\10039.jpg,0
4,D:/KAIST_Dataset/val/images/visible\10078.jpg,0
5,D:/KAIST_Dataset/val/images/visible\10112.jpg,0
6,D:/KAIST_Dataset/val/images/visible\10130.jpg,0
7,D:/KAIST_Dataset/val/images/visible\10133.jpg,0
8,D:/KAIST_Dataset/val/images/visible\10134.jpg,0
9,D:/KAIST_Dataset/val/images/visible\10180.jpg,0
10,D:/KAIST_Dataset/val/images/visible\10185.jpg,0
11,D:/KAIST_Dataset/val/images/visible\10189.jpg,0
12,D:/KAIST_Dataset/val/images/visible\10195.jpg,0
13,D:/KAIST_Dataset/val/images/visible\10218.jpg,0
14,D:/KAIST_Dataset/val/images/visible\1023.jpg,0
15,D:/KAIST_Dataset/val/images/visible\10237.jpg,0
16,D:/KAIST_Dataset/val/images/visible\10238.jpg,0
17,D:/KAIST_Dataset/val/images/visible\10245.jpg,0
18,D:/KAIST_Dataset/val/images/visible\10264.jpg,0
19,D:/KAIST_Dataset/val/images/visible\10267.jpg,0
20,D:/KAIST_Dataset/val/images/visible\1027.jpg,0
21,D:/KAIST_Dataset/val/images/visible\10272.jpg,0
22,D:/KAIST_Dataset/val/images/visible\10316.jpg,0
23,D:/KAIST_Dataset/val/images/visible\10331.jpg,0
24,D:/KAIST_Dataset/val/images/visible\10337.jpg,0
25,D:/KAIST_Dataset/val/images/visible\10346.jpg,0
26,D:/KAIST_Dataset/val/images/visible\10365.jpg,0
27,D:/KAIST_Dataset/val/images/visible\10370.jpg,0
28,D:/KAIST_Dataset/val/images/visible\1038.jpg,0
29,D:/KAIST_Dataset/val/images/visible\10397.jpg,0
30,D:/KAIST_Dataset/val/images/visible\10400.jpg,0
31,D:/KAIST_Dataset/val/images/visible\10405.jpg,0
32,D:/KAIST_Dataset/val/images/visible\10420.jpg,0
33,D:/KAIST_Dataset/val/images/visible\10432.jpg,0
34,D:/KAIST_Dataset/val/images/visible\1045.jpg,0
35,D:/KAIST_Dataset/val/images/visible\10455.jpg,0
36,D:/KAIST_Dataset/val/images/visible\10483.jpg,0
37,D:/KAIST_Dataset/val/images/visible\10495.jpg,0
38,D:/KAIST_Dataset/val/images/visible\10507.jpg,0
39,D:/KAIST_Dataset/val/images/visible\10511.jpg,0
40,D:/KAIST_Dataset/val/images/visible\10514.jpg,0
41,D:/KAIST_Dataset/val/images/visible\10527.jpg,0
42,D:/KAIST_Dataset/val/images/visible\10532.jpg,0
43,D:/KAIST_Dataset/val/images/visible\10533.jpg,0
44,D:/KAIST_Dataset/val/images/visible\10546.jpg,0
45,D:/KAIST_Dataset/val/images/visible\10550.jpg,0
46,D:/KAIST_Dataset/val/images/visible\10559.jpg,0
47,D:/KAIST_Dataset/val/images/visible\10562.jpg,0
48,D:/KAIST_Dataset/val/images/visible\10577.jpg,0
49,D:/KAIST_Dataset/val/images/visible\10603.jpg,0
50,D:/KAIST_Dataset/val/images/visible\10607.jpg,0
51,D:/KAIST_Dataset/val/images/visible\10610.jpg,0
52,D:/KAIST_Dataset/val/images/visible\10623.jpg,0
53,D:/KAIST_Dataset/val/images/visible\10630.jpg,0
54,D:/KAIST_Dataset/val/images/visible\10644.jpg,0
55,D:/KAIST_Dataset/val/images/visible\10651.jpg,0
56,D:/KAIST_Dataset/val/images/visible\1066.jpg,0
57,D:/KAIST_Dataset/val/images/visible\10664.jpg,0
58,D:/KAIST_Dataset/val/images/visible\10668.jpg,0
59,D:/KAIST_Dataset/val/images/visible\10671.jpg,0
60,D:/KAIST_Dataset/val/images/visible\10676.jpg,0
61,D:/KAIST_Dataset/val/images/visible\10688.jpg,0
62,D:/KAIST_Dataset/val/images/visible\10736.jpg,0
63,D:/KAIST_Dataset/val/images/visible\10749.jpg,0
64,D:/KAIST_Dataset/val/images/visible\10764.jpg,0
65,D:/KAIST_Dataset/val/images/visible\10784.jpg,0
66,D:/KAIST_Dataset/val/images/visible\10787.jpg,0
67,D:/KAIST_Dataset/val/images/visible\10789.jpg,0
68,D:/KAIST_Dataset/val/images/visible\10797.jpg,0
69,D:/KAIST_Dataset/val/images/visible\10798.jpg,0
70,D:/KAIST_Dataset/val/images/visible\10799.jpg,0
71,D:/KAIST_Dataset/val/images/visible\10825.jpg,0
72,D:/KAIST_Dataset/val/images/visible\10851.jpg,0
73,D:/KAIST_Dataset/val/images/visible\10861.jpg,0
74,D:/KAIST_Dataset/val/images/visible\10862.jpg,0
75,D:/KAIST_Dataset/val/images/visible\10883.jpg,0
76,D:/KAIST_Dataset/val/images/visible\10887.jpg,0
77,D:/KAIST_Dataset/val/images/visible\10901.jpg,0
78,D:/KAIST_Dataset/val/images/visible\10906.jpg,0
79,D:/KAIST_Dataset/val/images/visible\1093.jpg,0
80,D:/KAIST_Dataset/val/images/visible\10950.jpg,0
81,D:/KAIST_Dataset/val/images/visible\10995.jpg,0
82,D:/KAIST_Dataset/val/images/visible\110.jpg,0
83,D:/KAIST_Dataset/val/images/visible\11006.jpg,0
84,D:/KAIST_Dataset/val/images/visible\11016.jpg,0
85,D:/KAIST_Dataset/val/images/visible\11022.jpg,0
86,D:/KAIST_Dataset/val/images/visible\1103.jpg,0
87,D:/KAIST_Dataset/val/images/visible\11035.jpg,0
88,D:/KAIST_Dataset/val/images/visible\11041.jpg,0
89,D:/KAIST_Dataset/val/images/visible\1105.jpg,0
90,D:/KAIST_Dataset/val/images/visible\11102.jpg,0
91,D:/KAIST_Dataset/val/images/visible\11121.jpg,0
92,D:/KAIST_Dataset/val/images/visible\11123.jpg,0
93,D:/KAIST_Dataset/val/images/visible\11141.jpg,0
94,D:/KAIST_Dataset/val/images/visible\11156.jpg,0
95,D:/KAIST_Dataset/val/images/visible\11160.jpg,0
96,D:/KAIST_Dataset/val/images/visible\11161.jpg,0
97,D:/KAIST_Dataset/val/images/visible\11164.jpg,0
98,D:/KAIST_Dataset/val/images/visible\11169.jpg,0
99,D:/KAIST_Dataset/val/images/visible\11182.jpg,0
100,D:/KAIST_Dataset/val/images/visible\11192.jpg,0
101,D:/KAIST_Dataset/val/images/visible\11195.jpg,0
102,D:/KAIST_Dataset/val/images/visible\1120.jpg,0
103,D:/KAIST_Dataset/val/images/visible\11258.jpg,0
104,D:/KAIST_Dataset/val/images/visible\11261.jpg,0
105,D:/KAIST_Dataset/val/images/visible\11263.jpg,0
106,D:/KAIST_Dataset/val/images/visible\11264.jpg,0
107,D:/KAIST_Dataset/val/images/visible\11266.jpg,0
108,D:/KAIST_Dataset/val/images/visible\11271.jpg,0
109,D:/KAIST_Dataset/val/images/visible\11277.jpg,0
110,D:/KAIST_Dataset/val/images/visible\11288.jpg,0
111,D:/KAIST_Dataset/val/images/visible\11290.jpg,0
112,D:/KAIST_Dataset/val/images/visible\11297.jpg,0
113,D:/KAIST_Dataset/val/images/visible\11305.jpg,0
114,D:/KAIST_Dataset/val/images/visible\11306.jpg,0
115,D:/KAIST_Dataset/val/images/visible\11312.jpg,0
116,D:/KAIST_Dataset/val/images/visible\11324.jpg,0
117,D:/KAIST_Dataset/val/images/visible\11338.jpg,0
118,D:/KAIST_Dataset/val/images/visible\11339.jpg,0
119,D:/KAIST_Dataset/val/images/visible\11343.jpg,0
120,D:/KAIST_Dataset/val/images/visible\11349.jpg,0
121,D:/KAIST_Dataset/val/images/visible\1135.jpg,0
122,D:/KAIST_Dataset/val/images/visible\1136.jpg,0
123,D:/KAIST_Dataset/val/images/visible\11375.jpg,0
124,D:/KAIST_Dataset/val/images/visible\1138.jpg,0
125,D:/KAIST_Dataset/val/images/visible\11389.jpg,0
126,D:/KAIST_Dataset/val/images/visible\11391.jpg,0
127,D:/KAIST_Dataset/val/images/visible\11409.jpg,0
128,D:/KAIST_Dataset/val/images/visible\11427.jpg,0
129,D:/KAIST_Dataset/val/images/visible\11437.jpg,0
130,D:/KAIST_Dataset/val/images/visible\1145.jpg,0
131,D:/KAIST_Dataset/val/images/visible\11457.jpg,0
132,D:/KAIST_Dataset/val/images/visible\11458.jpg,0
133,D:/KAIST_Dataset/val/images/visible\11462.jpg,0
134,D:/KAIST_Dataset/val/images/visible\11466.jpg,0
135,D:/KAIST_Dataset/val/images/visible\11470.jpg,0
136,D:/KAIST_Dataset/val/images/visible\11473.jpg,0
137,D:/KAIST_Dataset/val/images/visible\11475.jpg,0
138,D:/KAIST_Dataset/val/images/visible\11489.jpg,0
139,D:/KAIST_Dataset/val/images/visible\11508.jpg,0
140,D:/KAIST_Dataset/val/images/visible\11516.jpg,0
141,D:/KAIST_Dataset/val/images/visible\1152.jpg,0
142,D:/KAIST_Dataset/val/images/visible\1156.jpg,0
143,D:/KAIST_Dataset/val/images/visible\11574.jpg,0
144,D:/KAIST_Dataset/val/images/visible\11586.jpg,0
145,D:/KAIST_Dataset/val/images/visible\11597.jpg,0
146,D:/KAIST_Dataset/val/images/visible\11603.jpg,0
147,D:/KAIST_Dataset/val/images/visible\11609.jpg,0
148,D:/KAIST_Dataset/val/images/visible\11620.jpg,0
149,D:/KAIST_Dataset/val/images/visible\11621.jpg,0
150,D:/KAIST_Dataset/val/images/visible\11632.jpg,0
151,D:/KAIST_Dataset/val/images/visible\11638.jpg,0
152,D:/KAIST_Dataset/val/images/visible\1164.jpg,0
153,D:/KAIST_Dataset/val/images/visible\11642.jpg,0
154,D:/KAIST_Dataset/val/images/visible\11648.jpg,0
155,D:/KAIST_Dataset/val/images/visible\11670.jpg,0
156,D:/KAIST_Dataset/val/images/visible\11671.jpg,0
157,D:/KAIST_Dataset/val/images/visible\11673.jpg,0
158,D:/KAIST_Dataset/val/images/visible\11677.jpg,0
159,D:/KAIST_Dataset/val/images/visible\11682.jpg,0
160,D:/KAIST_Dataset/val/images/visible\11688.jpg,0
161,D:/KAIST_Dataset/val/images/visible\11699.jpg,0
162,D:/KAIST_Dataset/val/images/visible\11701.jpg,0
163,D:/KAIST_Dataset/val/images/visible\11710.jpg,0
164,D:/KAIST_Dataset/val/images/visible\11716.jpg,0
165,D:/KAIST_Dataset/val/images/visible\11729.jpg,0
166,D:/KAIST_Dataset/val/images/visible\11738.jpg,0
167,D:/KAIST_Dataset/val/images/visible\11749.jpg,0
168,D:/KAIST_Dataset/val/images/visible\11759.jpg,0
169,D:/KAIST_Dataset/val/images/visible\11773.jpg,0
170,D:/KAIST_Dataset/val/images/visible\1179.jpg,0
171,D:/KAIST_Dataset/val/images/visible\11800.jpg,0
172,D:/KAIST_Dataset/val/images/visible\11806.jpg,0
173,D:/KAIST_Dataset/val/images/visible\11810.jpg,0
174,D:/KAIST_Dataset/val/images/visible\11825.jpg,0
175,D:/KAIST_Dataset/val/images/visible\1183.jpg,0
176,D:/KAIST_Dataset/val/images/visible\11858.jpg,0
177,D:/KAIST_Dataset/val/images/visible\11869.jpg,0
178,D:/KAIST_Dataset/val/images/visible\1188.jpg,0
179,D:/KAIST_Dataset/val/images/visible\11880.jpg,0
180,D:/KAIST_Dataset/val/images/visible\11910.jpg,0
181,D:/KAIST_Dataset/val/images/visible\11925.jpg,0
182,D:/KAIST_Dataset/val/images/visible\11926.jpg,0
183,D:/KAIST_Dataset/val/images/visible\11942.jpg,0
184,D:/KAIST_Dataset/val/images/visible\11957.jpg,0
185,D:/KAIST_Dataset/val/images/visible\11970.jpg,0
186,D:/KAIST_Dataset/val/images/visible\11983.jpg,0
187,D:/KAIST_Dataset/val/images/visible\11997.jpg,0
188,D:/KAIST_Dataset/val/images/visible\11998.jpg,0
189,D:/KAIST_Dataset/val/images/visible\12007.jpg,0
190,D:/KAIST_Dataset/val/images/visible\12008.jpg,0
191,D:/KAIST_Dataset/val/images/visible\12019.jpg,0
192,D:/KAIST_Dataset/val/images/visible\1202.jpg,0
193,D:/KAIST_Dataset/val/images/visible\12020.jpg,0
194,D:/KAIST_Dataset/val/images/visible\12029.jpg,0
195,D:/KAIST_Dataset/val/images/visible\12033.jpg,0
196,D:/KAIST_Dataset/val/images/visible\12040.jpg,0
197,D:/KAIST_Dataset/val/images/visible\12053.jpg,0
198,D:/KAIST_Dataset/val/images/visible\12059.jpg,0
199,D:/KAIST_Dataset/val/images/visible\12064.jpg,0
200,D:/KAIST_Dataset/val/images/visible\1207.jpg,0
201,D:/KAIST_Dataset/val/images/visible\12079.jpg,0
202,D:/KAIST_Dataset/val/images/visible\12096.jpg,0
203,D:/KAIST_Dataset/val/images/visible\12122.jpg,0
204,D:/KAIST_Dataset/val/images/visible\12123.jpg,0
205,D:/KAIST_Dataset/val/images/visible\12129.jpg,0
206,D:/KAIST_Dataset/val/images/visible\12133.jpg,0
207,D:/KAIST_Dataset/val/images/visible\12145.jpg,0
208,D:/KAIST_Dataset/val/images/visible\12148.jpg,0
209,D:/KAIST_Dataset/val/images/visible\12149.jpg,0
210,D:/KAIST_Dataset/val/images/visible\12153.jpg,0
211,D:/KAIST_Dataset/val/images/visible\12158.jpg,0
212,D:/KAIST_Dataset/val/images/visible\12163.jpg,0
213,D:/KAIST_Dataset/val/images/visible\12165.jpg,0
214,D:/KAIST_Dataset/val/images/visible\1218.jpg,0
215,D:/KAIST_Dataset/val/images/visible\12187.jpg,0
216,D:/KAIST_Dataset/val/images/visible\12192.jpg,0
217,D:/KAIST_Dataset/val/images/visible\12196.jpg,0
218,D:/KAIST_Dataset/val/images/visible\12198.jpg,0
219,D:/KAIST_Dataset/val/images/visible\1220.jpg,0
220,D:/KAIST_Dataset/val/images/visible\12215.jpg,0
221,D:/KAIST_Dataset/val/images/visible\1225.jpg,0
222,D:/KAIST_Dataset/val/images/visible\12259.jpg,0
223,D:/KAIST_Dataset/val/images/visible\12261.jpg,0
224,D:/KAIST_Dataset/val/images/visible\12269.jpg,0
225,D:/KAIST_Dataset/val/images/visible\12279.jpg,0
226,D:/KAIST_Dataset/val/images/visible\12281.jpg,0
227,D:/KAIST_Dataset/val/images/visible\12293.jpg,0
228,D:/KAIST_Dataset/val/images/visible\12298.jpg,0
229,D:/KAIST_Dataset/val/images/visible\12305.jpg,0
230,D:/KAIST_Dataset/val/images/visible\12317.jpg,0
231,D:/KAIST_Dataset/val/images/visible\12322.jpg,0
232,D:/KAIST_Dataset/val/images/visible\12331.jpg,0
233,D:/KAIST_Dataset/val/images/visible\12334.jpg,0
234,D:/KAIST_Dataset/val/images/visible\12352.jpg,0
235,D:/KAIST_Dataset/val/images/visible\12363.jpg,0
236,D:/KAIST_Dataset/val/images/visible\12398.jpg,0
237,D:/KAIST_Dataset/val/images/visible\12420.jpg,0
238,D:/KAIST_Dataset/val/images/visible\1243.jpg,0
239,D:/KAIST_Dataset/val/images/visible\12457.jpg,0
240,D:/KAIST_Dataset/val/images/visible\12465.jpg,0
241,D:/KAIST_Dataset/val/images/visible\12466.jpg,0
242,D:/KAIST_Dataset/val/images/visible\12483.jpg,0
243,D:/KAIST_Dataset/val/images/visible\12491.jpg,0
244,D:/KAIST_Dataset/val/images/visible\12494.jpg,0
245,D:/KAIST_Dataset/val/images/visible\12509.jpg,0
246,D:/KAIST_Dataset/val/images/visible\12515.jpg,0
247,D:/KAIST_Dataset/val/images/visible\12526.jpg,0
248,D:/KAIST_Dataset/val/images/visible\12564.jpg,0
249,D:/KAIST_Dataset/val/images/visible\12580.jpg,0
250,D:/KAIST_Dataset/val/images/visible\1259.jpg,0
251,D:/KAIST_Dataset/val/images/visible\12595.jpg,0
252,D:/KAIST_Dataset/val/images/visible\12620.jpg,0
253,D:/KAIST_Dataset/val/images/visible\12626.jpg,0
254,D:/KAIST_Dataset/val/images/visible\12636.jpg,0
255,D:/KAIST_Dataset/val/images/visible\12645.jpg,0
256,D:/KAIST_Dataset/val/images/visible\12654.jpg,0
257,D:/KAIST_Dataset/val/images/visible\12690.jpg,0
258,D:/KAIST_Dataset/val/images/visible\12696.jpg,0
259,D:/KAIST_Dataset/val/images/visible\12697.jpg,0
260,D:/KAIST_Dataset/val/images/visible\12698.jpg,0
261,D:/KAIST_Dataset/val/images/visible\1272.jpg,0
262,D:/KAIST_Dataset/val/images/visible\12720.jpg,0
263,D:/KAIST_Dataset/val/images/visible\12727.jpg,0
